,sentence,university,moral_label
169,the next step already announced by the ec will be to remove the existing barriers at eu level to facilitate the transnational operation and the transformation of higher education institutions towards the universities of the future.,BOCCONI UNIVERSITY STRATEGY,0
170,"this is crucial research-wise, to develop and retain best talented scholars, and to attract top scholars from outside europe, thanks to better access to funding (both public grants and private donations).",BOCCONI UNIVERSITY STRATEGY,0
171,"for universities, this would also imply positive fall-outs in terms of better capacity to contribute to the advancement of society and satisfy the needs of a fast changing job market.",BOCCONI UNIVERSITY STRATEGY,1
172,"it is worth underlining that the role of the european union in higher education, though not always so well-known to the general public, has been of paramount importance in promoting, for instance, cross-border student mobility - notably through the erasmus project - and research activity, mostly through the european research council (erc).",BOCCONI UNIVERSITY STRATEGY,0
173,"the european union also promoted innovations that have spread outside its own domain: the introduction of the three-cycle education system consisting of bachelor, master and doctoral studies (e.g.",BOCCONI UNIVERSITY STRATEGY,0
174,"“bologna process”) has in the long-run changed the competitive arena, as proved by the fact that also prestigious us business schools have launched their own master of science programs.",BOCCONI UNIVERSITY STRATEGY,0
175,"thanks to its deep-rooted commitment to the european integration process, bocconi is already part of the “european university” project, as a founding member of civica - the european university of the social sciences.",BOCCONI UNIVERSITY STRATEGY,1
176,"believing in europe as a gate to the world, bocconi shall continue to pursue its european identity, also becoming more vocal with eu-institutions to promote the advancement of the institutional dimension.",BOCCONI UNIVERSITY STRATEGY,1
177,thanks in good part to their significant contributions the executive committee was able to identify the six strategic goals that drive bocconi vision 2030 and will define our university going forward.,BOCCONI UNIVERSITY STRATEGY,0
178,"each strategic goal was assigned to a working group, made up of both faculty and staff members, in charge of analyzing it and proposing a set of long-term actions aiming for achievement by 2030. a special thanks is deemed to the working group members: jérome adda, pierpaolo battigalli, fabio bellet, lucia benedetti, francesco billari, bruno busacca, paolo cancelli, laura candotti, leonardo caporarello, antonella carù, stefano caselli, andrea colli, silvia colombo, andrea fosfuri, alfonso gambardella, elena gelosa, roberto grassi, fulvio ortu, tommaso monacelli, maurizio mongardi, simone piunno, peter pope, annalisa prencipe, gaia rubera, pietro sirena, giuseppe soda, silvia tracchi, nico valenti gatto, marcello valtolina, marco ventoruzzo, markus venzin, erika zancan, gabriella zanga.",BOCCONI UNIVERSITY STRATEGY,0
179,"always proud of its italian roots, bocconi is already a leading european research and teaching university in the social sciences.",BOCCONI UNIVERSITY STRATEGY,0
180,"our ambition for the next decade is to consolidate our positioning in europe and to progressively narrow the gap with first-rate global players in our academic domains, e.g.",BOCCONI UNIVERSITY STRATEGY,0
